Brand,SUB CATEGORY,Units,Avg Unit Price,Any Promo Units,Number of Stores Selling
Brand C,CHERRY,"1,283",$10.26 ,273,627
Brand F,CRANBERRY,"2,450",$7.03 ,0,486
Brand A,REMAINING FLAVOR,892,$5.21 ,77,264
Brand A,CHERRY,16,$9.99 ,0,5
Brand J,CHERRY,367,$5.41 ,0,164
Brand C,CARROT,106,$7.76 ,0,57
Brand D,CHERRY,88,$8.05 ,88,52
Brand F,BERRY BLEND,100,$4.99 ,0,69
Brand C,CRANBERRY,12,$11.19 ,0,3
Brand C,PRUNE,"2,939",$8.31 ,44,"1,020"
Brand L,MANGO,50,$4.32 ,21,19
Brand N,CRANBERRY BLEND,151,$7.32 ,11,133
Brand F,CRANBERRY,"2,743",$7.06 ,55,684
Brand A,REMAINING FLAVOR,334,$6.78 ,213,187.0
Brand J,CHERRY,738,$5.33 ,0,275
Brand F,CHERRY,998,$5.84 ,0,152
Brand D,CHERRY,"12,427",$6.80 ,"1,085","3,774"
Brand C,CHERRY,138,$6.99 ,0,67
Brand D,CHERRY,3,$3.99 ,0,2
Brand A,POMEGRANATE,13,$4.44 ,0,8
Brand L,REMAINING FLAVOR,1,$5.29 ,1,1
Brand C,CRANBERRY,244,$14.93 ,0,90
Brand D,CHERRY,363,$6.48 ,0,252
Brand C,REMAINING FLAVOR,267,$8.49 ,140,107
Brand C,CHERRY,91,$6.10 ,29,58
Brand A,REMAINING FLAVOR,1,$8.49 ,0,1.0
Brand A,PINEAPPLE,46,$7.10 ,0,22
Brand A,CARROT,31,$7.05 ,31,19
Brand M,REMAINING FLAVOR,107,$5.02 ,0,52
Brand A,TOMATO JUICE,2,$3.99 ,0,1
Brand A,REMAINING FLAVOR,6,$3.29 ,0,1
Brand F,PRUNE,0,,0,
Brand A,MANGO,3,$10.99 ,0,3
Brand B,BLUEBERRY,158,$6.19 ,126,100
Brand C,MANGO,"1,208",$7.92 ,393,409
Brand C,CHERRY,823,$6.46 ,160,347
Brand F,BERRY BLEND,163,$4.99 ,0,103
Brand A,REMAINING FLAVOR,705,$7.11 ,681,193
Brand A,MANGO,118,$7.67 ,118,73.0
Brand F,CHERRY,"8,172",$5.34 ,"1,052","1,849"
Brand A,CARROT,"3,014",$5.99 ,143,"1,660"
Brand L,PEACH,219,$5.45 ,128,108
Brand A,REMAINING FLAVOR,4,$5.12 ,0,2
Brand L,REMAINING FLAVOR,1,$3.89 ,0,1.0
Brand A,TOMATO JUICE,49,$4.49 ,42,19
Brand A,CHERRY,243,$9.99 ,0,70
Brand C,REMAINING FLAVOR,665,$5.45 ,665,130
Brand F,ORANGE BLEND,"2,801",$3.15 ,631,705
Brand L,REMAINING FLAVOR,3,$4.99 ,0,2.0
Brand C,REMAINING FLAVOR,342,$9.10 ,0,179
Brand C,REMAINING FLAVOR,407,$7.58 ,0,118
Brand H,ORANGE BLEND,280,$4.88 ,0,118
Brand C,GRAPEFRUIT,3,$5.17 ,0,1
Brand A,BERRY BLEND,66,$4.30 ,9,22
Brand H,REMAINING FLAVOR,2,$2.89 ,0,2
Brand L,REMAINING FLAVOR,2,$3.89 ,0,1
Brand A,REMAINING FLAVOR,1,$4.19 ,0,1
Brand F,PRUNE,183,$7.41 ,0,88.0
Brand L,REMAINING FLAVOR,0,,0,
Brand A,POMEGRANATE,1,$8.49 ,0,1
Brand N,CRANBERRY BLEND,"1,593",$6.49 ,520,"1,160"
Brand C,ORANGE,0,,0,
Brand F,REMAINING FLAVOR,462,$5.43 ,0,182
Brand I,CHERRY,"1,938",$7.90 ,0,694
Brand C,CRANBERRY,236,$12.67 ,170,91
Brand A,GRAPE,1,$0.79 ,0,1
Brand C,REMAINING FLAVOR,353,$8.99 ,0,121
Brand F,PRUNE,875,$6.97 ,65,545
Brand A,CRANBERRY BLEND,393,$6.25 ,30,250
Brand A,GRAPEFRUIT,775,$6.20 ,37,480
Brand I,POMEGRANATE,746,$7.67 ,103,454
Brand K,REMAINING FLAVOR,57,$7.76 ,5,36
Brand F,REMAINING FLAVOR,"3,750",$5.59 ,0,"1,439"
Brand L,REMAINING FLAVOR,1,$4.99 ,0,1.0
Brand A,REMAINING FLAVOR,75,$3.99 ,0,41
Brand C,ORANGE BLEND,311,$9.20 ,26,170
Brand C,ORANGE BLEND,"3,250",$6.97 ,"2,294",894
Brand C,REMAINING FLAVOR,133,$5.92 ,0,81
Brand K,STRAWBERRY BLEND,38,$7.57 ,0,27
Brand A,REMAINING FLAVOR,170,$4.29 ,152,76
Brand I,TROPICAL,377,$7.75 ,27,298
Brand L,REMAINING FLAVOR,208,$4.38 ,6,90
Brand F,REMAINING FLAVOR,942,$9.02 ,0,568
Brand A,BLUEBERRY,4,$7.79 ,0,3
Brand L,MANGO,172,$4.61 ,44,63
Brand C,CHERRY,155,$6.99 ,0,55
Brand A,PRUNE,244,$6.55 ,244,103
Brand L,REMAINING FLAVOR,29,$5.78 ,0,18
Brand K,REMAINING FLAVOR,0,,0,
Brand H,GRAPE,308,$4.70 ,0,109
Brand A,REMAINING FLAVOR,193,$4.79 ,0,97
Brand A,REMAINING FLAVOR,"2,059",$4.69 ,14,963
Brand H,CRANBERRY BLEND,3,$4.99 ,0,3
Brand C,CRANBERRY BLEND,32,$0.59 ,0,2
Brand A,REMAINING FLAVOR,225,$3.21 ,141,79
Brand B,BLUEBERRY,"1,220",$5.74 ,521,712
Brand D,CHERRY,1,$9.99 ,0,1
Brand J,CRANBERRY,"3,586",$4.71 ,"2,211","1,129"
Brand A,BERRY POMEGRANATE,192,$4.71 ,0,82
Brand A,GRAPEFRUIT,104,$6.29 ,0,67
Brand A,CHERRY,212,$9.50 ,162,96
Brand C,CHERRY,7,$5.49 ,0,5
Brand F,CHERRY,"1,119",$5.69 ,0,324.0
Brand F,CRANBERRY,6,$7.99 ,0,4
Brand E,CRANBERRY,214,$3.80 ,28,119
Brand A,CHERRY,"2,605",$4.84 ,541,"1,307"
Brand C,CRANBERRY,"3,695",$11.02 ,20,"1,173"
Brand C,CRANBERRY,212,$9.39 ,25,98
Brand A,TOMATO JUICE,26,$4.50 ,0,20
Brand D,CHERRY,91,$6.95 ,0,59
Brand A,CRANBERRY,"2,387",$8.14 ,975,"1,076"
Brand C,CHERRY,0,,0,
Brand F,CRANBERRY BLEND,"2,260",$8.03 ,0,980
Brand A,POMEGRANATE,38,$9.99 ,0,27
Brand I,REMAINING FLAVOR,72,$7.64 ,19,39
Brand A,REMAINING FLAVOR,56,$8.99 ,0,28
Brand A,REMAINING FLAVOR,1,$6.99 ,0,1
Brand H,GRAPEFRUIT,0,,0,
Brand A,CRANBERRY,"40,121",$8.67 ,"15,088","13,785"
Brand A,REMAINING FLAVOR,"1,071",$8.68 ,87,659
Brand F,REMAINING FLAVOR,396,$5.34 ,0,162
Brand A,GRAPEFRUIT,108,$7.97 ,0,61
Brand C,CHERRY,240,$5.63 ,7,181
Brand A,REMAINING FLAVOR,69,$4.43 ,0,36
Brand A,REMAINING FLAVOR,18,$5.99 ,0,8
Brand C,CRANBERRY BLEND,0,,0,
Brand A,PRUNE,30,$8.50 ,0,23
Brand A,BERRY POMEGRANATE,53,$5.99 ,0,27
Brand C,ORANGE,0,,0,
Brand A,PINEAPPLE,221,$7.25 ,0,118.0
Brand A,PINEAPPLE,255,$5.93 ,0,92
Brand G,PRUNE,"1,090",$9.79 ,124,751
Brand A,GRAPE,0,,0,
Brand A,REMAINING FLAVOR,6,$6.92 ,0,4
Brand C,REMAINING FLAVOR,157,$10.44 ,0,96
Brand A,REMAINING FLAVOR,809,$5.36 ,205,343
Brand L,REMAINING FLAVOR,3,$4.99 ,0,2
Brand E,CHERRY,125,$7.19 ,55,52
Brand C,REMAINING FLAVOR,16,$8.49 ,16,10
Brand C,MANGO,80,$6.67 ,50,52
Brand C,GRAPEFRUIT,56,$3.42 ,0,32
Brand E,CRANBERRY,"6,087",$6.23 ,968,"2,367"
Brand A,TOMATO JUICE,30,$5.74 ,3,17
Brand A,REMAINING FLAVOR,93,$6.00 ,0,44
Brand C,CHERRY,147,$11.04 ,85,59
Brand L,PEACH,39,$5.76 ,0,26
Brand L,REMAINING FLAVOR,"1,137",$5.62 ,315,394
Brand C,REMAINING FLAVOR,269,$7.80 ,248,102
Brand A,BLUEBERRY,996,$9.84 ,369,632
Brand A,REMAINING FLAVOR,181,$6.98 ,0,93
Brand C,CHERRY,636,$6.01 ,0,364
Brand C,PRUNE,147,$8.99 ,0,83
Brand L,MANGO,27,$4.35 ,17,10
Brand H,REMAINING FLAVOR,16,$2.08 ,0,10
Brand I,POMEGRANATE,440,$7.87 ,17,309
Brand C,CHERRY,32,$10.35 ,0,20
Brand A,BLUEBERRY,30,$9.99 ,0,24
Brand A,REMAINING FLAVOR,126,$5.97 ,126,70
Brand C,REMAINING FLAVOR,236,$8.99 ,0,87
Brand D,CHERRY,"2,374",$6.96 ,0,872
Brand L,REMAINING FLAVOR,29,$4.61 ,23,12
Brand H,GRAPE,327,$4.47 ,0,91
Brand D,CHERRY,465,$6.27 ,453,152.0
Brand A,PRUNE,171,$9.18 ,81,98
Brand A,PINEAPPLE,0,,0,
Brand A,REMAINING FLAVOR,12,$5.99 ,0,8
Brand A,REMAINING FLAVOR,"1,452",$4.02 ,873,738
Brand A,CRANBERRY BLEND,"1,280",$5.52 ,190,490
Brand C,BLUEBERRY,49,$10.68 ,0,36
Brand L,REMAINING FLAVOR,179,$5.44 ,21,97
Brand A,PINEAPPLE,856,$8.31 ,137,482
Brand A,BERRY POMEGRANATE,"6,628",$5.46 ,"1,617","2,876"
Brand A,REMAINING FLAVOR,"1,278",$5.49 ,"1,248",240
Brand A,CARROT,337,$4.88 ,260,257
Brand C,CHERRY,154,$4.00 ,99,40
Brand A,CRANBERRY BLEND,145,$5.98 ,0,71.0
Brand L,REMAINING FLAVOR,0,,0,
Brand A,PRUNE,900,$10.80 ,900,481
Brand A,POMEGRANATE,340,$8.50 ,0,156
Brand L,REMAINING FLAVOR,0,,0,
Brand L,PINEAPPLE,2,$4.59 ,0,2
Brand C,POMEGRANATE,132,$13.02 ,0,64
Brand F,REMAINING FLAVOR,205,$5.49 ,0,117
Brand C,GRAPEFRUIT,"3,099",$7.76 ,350,"1,461"
Brand F,CHERRY,229,$5.00 ,0,69
Brand A,REMAINING FLAVOR,278,$8.09 ,77,134
Brand A,TROPICAL,1,$4.99 ,0,1
Brand L,MANGO,2,$5.19 ,0,2
Brand A,REMAINING FLAVOR,"23,437",$7.20 ,"3,770","7,718"
Brand J,GRAPEFRUIT,13,$5.10 ,0,2
Brand A,CRANBERRY,193,$9.11 ,49,83
Brand C,POMEGRANATE,366,$8.68 ,128,165
Brand E,REMAINING FLAVOR,26,$5.49 ,0,14
Brand A,GRAPEFRUIT,48,$8.56 ,14,28
Brand C,CHERRY,1,$9.69 ,0,1
Brand L,REMAINING FLAVOR,"1,264",$5.61 ,336,424.0
Brand K,REMAINING FLAVOR,161,$8.19 ,37,124
Brand C,REMAINING FLAVOR,221,$8.99 ,0,93
Brand A,REMAINING FLAVOR,81,$6.98 ,0,54
Brand A,GRAPEFRUIT,"5,763",$6.36 ,"2,185","2,693"
Brand C,ORANGE BLEND,"1,643",$9.00 ,0,445
Brand C,POMEGRANATE,"4,822",$10.52 ,"3,309","2,142"
Brand A,REMAINING FLAVOR,48,$1.46 ,0,30
Brand D,CHERRY,139,$7.04 ,134,69
Brand A,CHERRY,"6,782",$7.83 ,"6,782","1,300"
Brand G,CRANBERRY BLEND,750,$7.93 ,58,550
Brand C,POMEGRANATE,"4,568",$11.39 ,"2,604","2,127"
Brand C,CHERRY,57,$10.19 ,0,21.0
Brand A,CRANBERRY BLEND,"1,185",$5.98 ,36,674
Brand E,REMAINING FLAVOR,864,$6.78 ,483,534
Brand I,POMEGRANATE,"2,292",$7.35 ,57,"1,086"
Brand G,CRANBERRY BLEND,384,$7.35 ,0,295
Brand L,PEACH,1,$4.99 ,0,1
Brand I,REMAINING FLAVOR,109,$8.14 ,0,68
Brand M,REMAINING FLAVOR,167,$5.85 ,0,68
Brand F,MANGO,"2,557",$5.10 ,376,"1,201"
Brand H,ORANGE BLEND,169,$4.64 ,144,69.0
Brand A,CHERRY,335,$9.06 ,90,209
Brand C,CHERRY,0,,0,
Brand C,GRAPEFRUIT,176,$9.72 ,0,95
Brand C,CRANBERRY BLEND,295,$7.99 ,0,187
Brand A,CHERRY,410,$6.76 ,234,201.0
Brand A,GRAPE,18,$4.40 ,0,13
Brand C,ORANGE,177,$3.79 ,0,81
Brand A,FRUIT PUNCH,385,$3.77 ,143,284
Brand C,PINEAPPLE,2,$3.79 ,0,1
Brand A,CHERRY,354,$9.38 ,212,126
Brand C,POMEGRANATE,0,,0,
Brand H,ORANGE BLEND,288,$4.48 ,288,74
Brand A,REMAINING FLAVOR,318,$4.73 ,0,131
Brand J,CHERRY,553,$5.36 ,0,242
Brand L,REMAINING FLAVOR,"1,389",$5.64 ,0,432.0
Brand F,REMAINING FLAVOR,"2,707",$5.56 ,86,"1,163"
Brand M,MANGO,0,,0,
Brand C,REMAINING FLAVOR,353,$9.09 ,12,173
Brand D,CHERRY,4,$5.49 ,0,2
Brand M,REMAINING FLAVOR,266,$4.66 ,0,117
Brand A,CRANBERRY,106,$9.82 ,11,61
Brand C,POMEGRANATE,12,$5.69 ,0,6
Brand C,BLUEBERRY,2,$13.49 ,0,1
Brand A,CRANBERRY BLEND,0,,0,
Brand J,CRANBERRY,"3,499",$4.92 ,"2,274",820
Brand D,CHERRY,494,$6.43 ,7,323
Brand C,CARROT,922,$8.55 ,26,575
Brand A,CRANBERRY BLEND,0,,0,
Brand C,CHERRY,"1,090",$5.17 ,373,521
Brand H,GRAPE,164,$5.91 ,0,125
Brand A,CHERRY,979,$8.50 ,38,233
Brand C,CRANBERRY BLEND,196,$7.01 ,37,122
Brand F,PRUNE,"2,093",$7.66 ,413,"1,045"
Brand F,CHERRY,"3,741",$5.01 ,"1,518","1,421"
Brand N,CRANBERRY BLEND,"2,971",$5.25 ,"1,505","1,779"
Brand C,MANGO,366,$6.03 ,102,149
Brand H,CHERRY,"1,475",$5.18 ,89,543
Brand I,REMAINING FLAVOR,"1,145",$7.29 ,298,657
Brand L,REMAINING FLAVOR,18,$4.00 ,18,3
Brand C,CHERRY,67,$8.97 ,0,43
Brand C,CRANBERRY,196,$10.42 ,147,63
Brand L,REMAINING FLAVOR,46,$5.12 ,0,16
Brand L,REMAINING FLAVOR,0,,0,
Brand I,REMAINING FLAVOR,1,$8.75 ,0,1
Brand C,ORANGE BLEND,"3,350",$6.58 ,"2,305",849
Brand A,CARROT,213,$5.30 ,68,172
Brand A,PRUNE,7,$8.45 ,0,7
Brand A,CRANBERRY BLEND,159,$6.39 ,0,82
Brand C,REMAINING FLAVOR,7,$6.99 ,0,6
Brand L,REMAINING FLAVOR,"1,058",$5.06 ,268,425
Brand L,MANGO,126,$5.18 ,81,72
Brand E,CRANBERRY,448,$5.82 ,0,137
Brand H,GRAPE,206,$4.67 ,0,88
Brand A,REMAINING FLAVOR,197,$4.04 ,197,83.0
Brand F,PRUNE,"1,994",$6.85 ,0,389.0
Brand C,PINEAPPLE,"2,003",$3.69 ,49,453.0
Brand A,CHERRY,467,$8.15 ,0,255.0
Brand A,ORANGE BLEND,3,$6.49 ,0,2
Brand E,REMAINING FLAVOR,14,$5.69 ,0,7.0
Brand C,REMAINING FLAVOR,150,$6.41 ,150,56
Brand L,REMAINING FLAVOR,10,$4.64 ,0,9
Brand C,CARROT,130,$7.23 ,104,69
Brand H,FRUIT PUNCH,1,$1.24 ,1,1
Brand H,FRUIT PUNCH,42,$4.99 ,0,35
Brand F,CHERRY,316,$3.95 ,182,138
Brand D,CHERRY,5,$1.99 ,0,1
Brand D,CHERRY,61,$8.93 ,56,38
Brand C,MANGO,799,$6.87 ,7,532
Brand C,POMEGRANATE,357,$11.14 ,7,152
Brand A,REMAINING FLAVOR,204,$7.33 ,0,107
Brand A,CHERRY,15,$7.54 ,0,6
Brand F,TOMATO JUICE,"1,144",$2.17 ,852,516
Brand C,CHERRY,118,$7.97 ,118,47
Brand C,REMAINING FLAVOR,173,$7.70 ,46,103
Brand C,PINEAPPLE,0,,0,
Brand A,ORANGE BLEND,"6,233",$6.63 ,667,"2,383"
Brand D,CHERRY,56,$9.89 ,0,24
Brand A,CRANBERRY,"33,998",$8.41 ,"2,714","12,524"
Brand C,POMEGRANATE,270,$9.50 ,0,134.0
Brand C,REMAINING FLAVOR,406,$7.51 ,0,126
Brand C,REMAINING FLAVOR,19,$7.39 ,0,9
Brand I,REMAINING FLAVOR,0,,0,
Brand A,REMAINING FLAVOR,"3,027",$4.41 ,"3,015","1,095"
Brand A,BLUEBERRY,155,$8.65 ,0,98.0
Brand L,PEACH,54,$5.52 ,7,32
Brand A,POMEGRANATE,75,$8.47 ,75,46
Brand A,GRAPEFRUIT,1,$1.37 ,0,1.0
Brand B,BLUEBERRY,50,$6.89 ,0,32
Brand H,CHERRY,345,$4.94 ,0,95
Brand M,MANGO,4,$5.99 ,0,4
Brand F,GRAPE,"3,080",$4.79 ,35,614
Brand A,GREEN BLEND,281,$5.67 ,0,168
Brand C,CHERRY,65,$8.93 ,0,40
Brand E,STRAWBERRY BLEND,21,$5.29 ,0,15
Brand A,REMAINING FLAVOR,0,,0,
Brand A,FRUIT PUNCH,1,$3.79 ,0,1
Brand A,BERRY POMEGRANATE,115,$5.69 ,0,54
Brand F,TOMATO JUICE,759,$2.00 ,704,274
Brand F,CRANBERRY,"2,710",$7.03 ,135,488
Brand C,ORANGE BLEND,16,$7.49 ,16,13
Brand H,FRUIT PUNCH,189,$5.98 ,0,127
Brand C,POMEGRANATE,285,$9.35 ,0,135
Brand C,GRAPEFRUIT,843,$7.23 ,0,549
Brand L,REMAINING FLAVOR,0,,0,
Brand I,CHERRY,985,$7.79 ,39,511
Brand D,CHERRY,391,$7.48 ,0,149.0
Brand A,REMAINING FLAVOR,"2,410",$8.01 ,0,977
Brand H,GRAPE,"1,381",$3.05 ,819,674
Brand C,CRANBERRY,151,$11.89 ,0,75
Brand M,MANGO,573,$7.08 ,43,321
Brand C,REMAINING FLAVOR,524,$8.98 ,14,179
Brand B,CHERRY,12,$5.99 ,0,7
Brand F,POMEGRANATE,"2,934",$5.32 ,185,"1,353"
Brand C,CARROT,121,$7.78 ,0,66.0
Brand A,CHERRY,215,$6.91 ,4,81
Brand F,REMAINING FLAVOR,"2,828",$4.66 ,"1,537","1,246"
Brand C,CHERRY,270,$6.43 ,0,196
Brand A,REMAINING FLAVOR,178,$8.00 ,0,90
Brand K,REMAINING FLAVOR,8,$5.99 ,0,2
Brand C,CRANBERRY,377,$10.54 ,0,128
Brand A,CHERRY,"3,906",$7.61 ,"2,563","1,297"
Brand C,PRUNE,"4,307",$10.40 ,168,"2,012"
Brand A,REMAINING FLAVOR,680,$7.37 ,101,282
Brand A,GRAPE,0,,0,
Brand A,REMAINING FLAVOR,"26,985",$7.20 ,"7,463","8,364"
Brand C,CRANBERRY,"1,403",$10.64 ,811,651
Brand C,CRANBERRY BLEND,51,$3.99 ,0,31
Brand C,REMAINING FLAVOR,"2,943",$7.17 ,"2,943",411
Brand A,MANGO,0,,0,
Brand A,CHERRY,643,$6.23 ,507,273.0
Brand A,FRUIT PUNCH,0,,0,
Brand A,CRANBERRY BLEND,"15,843",$5.27 ,984,"5,750"
Brand M,REMAINING FLAVOR,1,$4.69 ,0,1
Brand C,REMAINING FLAVOR,5,$6.99 ,0,5
Brand A,REMAINING FLAVOR,86,$3.29 ,0,30
Brand C,REMAINING FLAVOR,1,$7.49 ,0,1
Brand A,CHERRY,"2,030",$10.10 ,0,458.0
Brand D,CHERRY,342,$7.40 ,318,98
Brand F,CHERRY,0,,0,
Brand C,CRANBERRY BLEND,4,$8.77 ,0,1.0
Brand H,CRANBERRY BLEND,0,,0,
Brand L,REMAINING FLAVOR,11,$1.00 ,0,1
Brand F,REMAINING FLAVOR,0,,0,
Brand C,CARROT,"1,182",$8.29 ,609,681
Brand E,REMAINING FLAVOR,1,$4.99 ,0,1
Brand A,REMAINING FLAVOR,822,$5.26 ,7,518
Brand L,MANGO,3,$4.99 ,0,2.0
Brand A,CHERRY,492,$8.15 ,0,259.0
Brand A,PRUNE,650,$7.23 ,508,322
Brand L,REMAINING FLAVOR,12,$4.99 ,0,6
Brand L,PEACH,44,$5.77 ,0,28
Brand C,ORANGE BLEND,39,$7.97 ,13,25
Brand A,ORANGE BLEND,0,,0,
Brand C,CRANBERRY,313,$9.12 ,303,113
Brand E,STRAWBERRY BLEND,24,$5.16 ,24,17
Brand C,BLUEBERRY,103,$13.03 ,0,52
Brand A,GRAPEFRUIT,6,$5.32 ,0,3
Brand C,CRANBERRY,32,$3.74 ,15,13
Brand A,REMAINING FLAVOR,90,$7.75 ,13,44
Brand C,CRANBERRY,343,$9.51 ,0,155
Brand B,CHERRY,270,$5.97 ,0,113
Brand A,REMAINING FLAVOR,152,$4.98 ,0,89
Brand A,CHERRY,666,$8.72 ,0,135.0
Brand A,GRAPE,17,$6.49 ,0,9
Brand C,CHERRY,129,$11.35 ,0,68.0
Brand C,REMAINING FLAVOR,272,$6.35 ,228,149
Brand I,REMAINING FLAVOR,174,$7.23 ,0,72
Brand A,REMAINING FLAVOR,540,$3.27 ,527,143
Brand A,REMAINING FLAVOR,"13,027",$4.62 ,95,"5,390"
Brand E,CHERRY,35,$8.99 ,35,20
Brand L,MANGO,672,$5.29 ,0,359
Brand F,ORANGE BLEND,"2,255",$4.01 ,0,452.0
Brand C,REMAINING FLAVOR,97,$7.70 ,33,71
Brand C,REMAINING FLAVOR,598,$9.00 ,102,200
Brand A,REMAINING FLAVOR,"14,705",$4.46 ,"1,248","5,097"
Brand C,ORANGE BLEND,"1,625",$7.03 ,73,939
Brand A,ORANGE BLEND,167,$6.99 ,23,81
Brand B,CHERRY,94,$5.63 ,94,27
Brand K,REMAINING FLAVOR,45,$7.99 ,0,33.0
Brand C,REMAINING FLAVOR,"5,754",$7.72 ,"5,746","1,275"
Brand A,GRAPE,0,,0,
Brand F,REMAINING FLAVOR,"3,625",$5.49 ,441,"1,259"
Brand C,REMAINING FLAVOR,177,$8.49 ,177,87
Brand A,GRAPE,17,$4.79 ,0,12
Brand A,REMAINING FLAVOR,206,$4.99 ,0,67.0
Brand H,GRAPE,15,$5.20 ,0,7
Brand A,CRANBERRY BLEND,"1,232",$5.44 ,243,496
Brand F,CHERRY,765,$5.57 ,349,230
Brand A,BLUEBERRY,988,$10.12 ,254,628
Brand I,CHERRY,379,$7.05 ,60,94
Brand C,ORANGE,127,$8.98 ,0,74
Brand C,CRANBERRY BLEND,"2,662",$7.69 ,163,"1,167"
Brand A,BLUEBERRY,0,,0,
Brand A,REMAINING FLAVOR,114,$6.00 ,0,70
Brand M,MANGO,0,,0,
Brand A,REMAINING FLAVOR,"1,747",$6.07 ,435,896
Brand C,CRANBERRY,232,$14.83 ,64,91
Brand A,CHERRY,"1,497",$7.66 ,"1,361",341.0
Brand I,REMAINING FLAVOR,138,$8.20 ,0,52
Brand A,CRANBERRY BLEND,56,$6.49 ,0,27
Brand I,REMAINING FLAVOR,7,$8.68 ,0,5
Brand A,BERRY POMEGRANATE,31,$3.22 ,31,13
Brand H,GRAPE,65,$4.24 ,63,36
Brand D,CHERRY,24,$3.74 ,0,18
Brand D,CHERRY,1,$1.99 ,0,1
Brand A,PRUNE,70,$9.35 ,65,41
Brand C,CHERRY,973,$7.80 ,17,345.0
Brand C,CHERRY,239,$7.87 ,60,133
Brand C,POMEGRANATE,0,,0,
Brand C,REMAINING FLAVOR,"7,408",$7.73 ,"1,346","2,370"
Brand A,GRAPEFRUIT,135,$6.29 ,0,70
Brand J,CHERRY,591,$5.24 ,0,144
Brand H,GRAPEFRUIT,5,$2.91 ,0,3
Brand A,CHERRY,"18,140",$7.08 ,"3,066","7,987"
Brand L,REMAINING FLAVOR,50,$4.48 ,0,18
Brand A,BLUEBERRY,3,$5.49 ,0,3
Brand A,REMAINING FLAVOR,"1,635",$8.31 ,0,763
Brand F,POMEGRANATE,"3,742",$5.52 ,617,"1,473"
Brand L,MANGO,661,$5.30 ,0,353
Brand M,REMAINING FLAVOR,"4,516",$5.46 ,209,"2,035"
Brand B,BLUEBERRY,110,$6.66 ,0,74
Brand A,REMAINING FLAVOR,95,$4.45 ,0,50
Brand C,CRANBERRY,"5,631",$10.25 ,"5,172",509.0
Brand A,GRAPE,"11,613",$7.14 ,"3,974","5,159"
Brand L,REMAINING FLAVOR,255,$4.67 ,213,111
Brand A,CHERRY,1,$3.47 ,0,1
Brand H,GRAPE,405,$5.12 ,56,188.0
Brand C,GRAPEFRUIT,161,$9.62 ,0,90
Brand F,CHERRY,"17,052",$0.99 ,"1,705","5,353"
Brand I,REMAINING FLAVOR,135,$7.89 ,0,82
Brand J,GRAPEFRUIT,688,$5.39 ,0,240
Brand I,POMEGRANATE,1,$7.99 ,0,1
Brand A,REMAINING FLAVOR,141,$3.08 ,41,59
Brand A,GRAPE,275,$7.46 ,0,164
Brand L,REMAINING FLAVOR,21,$5.92 ,0,18
Brand C,POMEGRANATE,29,$12.99 ,0,19
Brand A,CRANBERRY BLEND,36,$6.49 ,0,26
Brand L,PEACH,1,$4.19 ,0,1
Brand C,REMAINING FLAVOR,"7,902",$7.70 ,"1,560","2,457"
Brand A,REMAINING FLAVOR,3,$3.99 ,0,3
Brand A,REMAINING FLAVOR,23,$8.29 ,0,17
Brand C,REMAINING FLAVOR,5,$7.69 ,0,2
Brand C,MANGO,"1,710",$6.06 ,"1,710",274
Brand C,REMAINING FLAVOR,"29,803",$9.22 ,"6,278","9,883"
Brand A,REMAINING FLAVOR,"1,003",$6.45 ,0,219
Brand A,REMAINING FLAVOR,204,$4.65 ,0,98.0
Brand L,REMAINING FLAVOR,226,$5.46 ,77,107
Brand A,REMAINING FLAVOR,906,$5.19 ,41,256
Brand A,REMAINING FLAVOR,87,$4.98 ,87,40
Brand H,ORANGE BLEND,970,$4.71 ,866,417
Brand H,MANGO,1,$2.79 ,0,1
Brand B,CHERRY,"1,004",$4.98 ,"1,004",130
Brand C,CHERRY,"1,235",$11.13 ,80,521
Brand D,CHERRY,1,$3.99 ,0,1
Brand A,REMAINING FLAVOR,10,$6.29 ,0,4
Brand H,REMAINING FLAVOR,0,,0,
Brand F,ORANGE BLEND,"2,468",$3.75 ,249,729
Brand C,ORANGE BLEND,475,$6.87 ,0,337
Brand H,ORANGE BLEND,368,$5.28 ,0,204
Brand A,BERRY POMEGRANATE,622,$5.63 ,107,330
Brand F,CHERRY,"2,333",$5.61 ,72,617
Brand A,CRANBERRY,187,$8.79 ,0,92
Brand E,REMAINING FLAVOR,9,$5.49 ,0,5
Brand C,CHERRY,"1,248",$11.20 ,138,519
Brand A,POMEGRANATE,310,$8.92 ,0,146
Brand D,CHERRY,12,$3.96 ,0,6
Brand I,CHERRY,"9,236",$6.69 ,"2,651","2,436"
Brand C,REMAINING FLAVOR,159,$9.50 ,108,98
Brand I,REMAINING FLAVOR,0,,0,
Brand A,CRANBERRY,133,$9.35 ,110,78
Brand A,BLUEBERRY,24,$9.99 ,0,15
Brand A,CRANBERRY BLEND,64,$6.00 ,64,25
Brand A,REMAINING FLAVOR,2,$2.99 ,0,1
Brand C,PRUNE,6,$6.99 ,0,4
Brand C,BLUEBERRY,"2,071",$10.60 ,"1,616",615
Brand I,POMEGRANATE,187,$7.13 ,150,74.0
Brand H,ORANGE BLEND,15,$5.99 ,0,10
Brand L,REMAINING FLAVOR,1,$4.99 ,0,1
Brand F,CHERRY,"3,563",$6.77 ,0,"1,082"
Brand L,MANGO,42,$5.05 ,0,18
Brand H,ORANGE BLEND,19,$5.18 ,0,11
